epoch,attack_mode,train_adv_loss,train_adv_acc,free_gradient_cosine,free_gradient_sign_agreement,free_prediction_disagreement,free_attack_loss_gain,free_boundary_fraction,free_delta_linf,control_gradient_participation_ratio,control_gradient_entropy,epoch_seconds,lr_start,lr_end,batches_processed,epoch_completed,val_clean_acc,val_pgd10_acc,intervention_triggered,trigger_epoch,trigger_global_step,rolled_back_to_global_step,abandoned_fgsm_batches,abandoned_fgsm_seconds,total_training_seconds,clean_eval_seconds,pgd_monitor_seconds,pgd_monitor_used_for_trigger
1,fgsm_zero,2.2144643141852485,0.16508888889948528,0.7098365196122064,0.7381627085897657,0.2250222222275204,0.2150236080434587,0.9152773786862691,0.03137257695198059,0.11923253889216318,0.7909400779406229,32.229019599966705,0.0,0.019943181818181818,352,1,0.349,0.23671875,0,,,,0,0.0,32.229019599966705,8.114641700056382,11.278067699982785,0
2,fgsm_zero,1.985459212896559,0.24680000002119276,0.900150411023034,0.842555720477634,0.21611111111376022,0.2589475303226047,0.9200405600971646,0.03137257695198059,0.06658916790220473,0.743604290983412,31.413102399907075,0.02,0.039943181818181815,352,1,0.3854,0.24765625,0,,,,0,0.0,31.413102399907075,8.145129100070335,10.990461200010031,0
3,fgsm_zero,1.911111545753479,0.2768444444285499,0.8991020265791151,0.845516477701399,0.22744444443914624,0.2972157755586836,0.9202704554239909,0.03137257695198059,0.05858333126637671,0.7334935894966126,31.475266100023873,0.04,0.05994318181818181,352,1,0.4716,0.284375,0,,,,0,0.0,31.475266100023873,8.362940600025468,11.622156500001438,0
4,fgsm_zero,1.8272599887424046,0.3057111111137602,0.8862332257164849,0.8396661086294386,0.24751111110316382,0.33384887160725063,0.9184312405480279,0.03137257695198059,0.05643432432081964,0.733115860525767,31.865329699940048,0.06,0.07994318181818182,352,1,0.509,0.2953125,0,,,,0,0.0,31.865329699940048,8.191656099981628,11.790242400020361,0
5,fgsm_zero,1.763463615205553,0.3271777778042687,0.8729677227656046,0.8320354656007555,0.2667111111217075,0.359882962624232,0.9165271107143826,0.03137257695198059,0.05638517102069325,0.7351226216740079,31.851063099922612,0.08,0.0999431818181818,352,1,0.5122,0.31484375,0,,,,0,0.0,31.851063099922612,8.582953399978578,11.453724300023168,0
6,fgsm_zero,1.7096559516694811,0.3459777777671814,0.8590472141159905,0.8229964615292019,0.27546666667196484,0.3807842425717248,0.9145932997703552,0.03137257695198059,0.05445688109530343,0.7328709989971585,31.588403800036758,0.09999999999999999,0.11994318181818181,352,1,0.5576,0.3359375,0,,,,0,0.0,31.588403800036758,8.162192999967374,11.2514230000088,0
7,fgsm_zero,1.6652069421556261,0.362933333322737,0.8445410834312439,0.8171124343342251,0.2817777777804269,0.39083522481388516,0.912699841456943,0.03137257695198059,0.050916236256890825,0.7261015022171868,31.18071600003168,0.12,0.13994318181818183,352,1,0.5624,0.325,0,,,,0,0.0,31.18071600003168,8.270302799995989,11.052875500055961,0
8,fgsm_zero,1.6426876071506076,0.3721999999947018,0.8328739295853509,0.8129627950668334,0.28620000001324547,0.40162332906723025,0.9120294111675686,0.03137257695198059,0.04841143669618501,0.7208711560037401,31.108669600100257,0.13999999999999999,0.15994318181818182,352,1,0.6116,0.35703125,0,,,,0,0.0,31.108669600100257,8.155156099935994,11.275829800055362,0
9,fgsm_zero,1.620951888656616,0.37868888890478347,0.8200189458211263,0.8072413676261901,0.2883555555449592,0.4074948299937778,0.909443915494283,0.03137257695198059,0.04578806128170755,0.7155055057101779,31.13804320001509,0.16,0.17994318181818184,352,1,0.585,0.34296875,0,,,,0,0.0,31.13804320001509,8.260577499982901,11.04221470002085,0
10,fgsm_zero,1.6177684678819444,0.384422222216924,0.8113675306744046,0.8059159974839952,0.28904444444444444,0.41486509942478605,0.9093678651915656,0.03137257695198059,0.04400460748076439,0.7121958978970846,31.563234000001103,0.18,0.19994318181818183,352,1,0.598,0.3671875,0,,,,0,0.0,31.563234000001103,8.096673400024883,11.235650299931876,0
11,fgsm_zero,1.6093347124735515,0.38555555556085375,0.8024074157502916,0.8016604220178393,0.2883333333492279,0.4127581131511264,0.9077716554323833,0.03137257695198059,0.041531362436877356,0.7064214278962877,32.1229725999292,0.19999999999999998,0.21994318181818182,352,1,0.5838,0.34140625,0,,,,0,0.0,32.1229725999292,8.699363699997775,11.840394599945284,0
12,fgsm_zero,1.6203342482037015,0.3803777777936723,0.797803905804952,0.8022026522318522,0.28842222224871317,0.4130586785210503,0.9078719726774428,0.03137257695198059,0.040084863497813546,0.7032884510252211,31.82389629993122,0.21999999999999997,0.2399431818181818,352,1,0.603,0.36015625,0,,,,0,0.0,31.82389629993122,8.480892999912612,12.203152500092983,0
13,fgsm_warning_then_pgd2_next_epoch,1.6102624806933934,0.3867111111058129,0.7011621348381043,0.7825723503218757,0.281955555539661,0.4052905981487698,0.9095294483184815,0.03137257695198059,0.036490986488262815,0.6901575973616706,31.755217099911533,0.24,0.2599431818181818,352,1,0.5852,0.33046875,1,13,4524,4224,0,0.0,31.755217099911533,8.320309199974872,11.399491199990734,0
