epoch,attack_mode,train_adv_loss,train_adv_acc,free_gradient_cosine,free_gradient_sign_agreement,free_prediction_disagreement,free_attack_loss_gain,free_boundary_fraction,free_delta_linf,control_gradient_participation_ratio,control_gradient_entropy,epoch_seconds,lr_start,lr_end,batches_processed,epoch_completed,val_clean_acc,val_pgd10_acc,intervention_triggered,trigger_epoch,trigger_global_step,rolled_back_to_global_step,abandoned_fgsm_batches,abandoned_fgsm_seconds,total_training_seconds,clean_eval_seconds,pgd_monitor_seconds,pgd_monitor_used_for_trigger
1,fgsm_zero,2.2144643141852485,0.16508888889948528,0.7098365196122064,0.7381627085897657,0.2250222222275204,0.2150236080434587,0.9152773786862691,0.03137257695198059,0.11923253889216318,0.7909400779406229,32.68118519999916,0.0,0.019943181818181818,352,1,0.349,0.23671875,0,,,,0,0.0,32.68118519999916,8.362567599999238,11.411462499998379,0
2,fgsm_zero,1.985459212896559,0.24680000002119276,0.900150411023034,0.842555720477634,0.21611111111376022,0.2589475303226047,0.9200405600971646,0.03137257695198059,0.06658916790220473,0.743604290983412,31.627419100001134,0.02,0.039943181818181815,352,1,0.3854,0.24765625,0,,,,0,0.0,31.627419100001134,8.40997459999926,11.426919600000474,0
3,fgsm_zero,1.911111545753479,0.2768444444285499,0.8991020265791151,0.845516477701399,0.22744444443914624,0.2972157755586836,0.9202704554239909,0.03137257695198059,0.05858333126637671,0.7334935894966126,31.374818799999048,0.04,0.05994318181818181,352,1,0.4716,0.284375,0,,,,0,0.0,31.374818799999048,8.085475199999564,11.396152299999812,0
4,fgsm_zero,1.8272599887424046,0.3057111111137602,0.8862332257164849,0.8396661086294386,0.24751111110316382,0.33384887160725063,0.9184312405480279,0.03137257695198059,0.05643432432081964,0.733115860525767,32.011207900000954,0.06,0.07994318181818182,352,1,0.509,0.2953125,0,,,,0,0.0,32.011207900000954,8.14244669999971,11.255386799999542,0
5,fgsm_zero,1.763463615205553,0.3271777778042687,0.8729677227656046,0.8320354656007555,0.2667111111217075,0.359882962624232,0.9165271107143826,0.03137257695198059,0.05638517102069325,0.7351226216740079,31.7710522999987,0.08,0.0999431818181818,352,1,0.5122,0.31484375,0,,,,0,0.0,31.7710522999987,8.998595700000806,12.528731899999912,0
6,fgsm_zero,1.7096559516694811,0.3459777777671814,0.8590472141159905,0.8229964615292019,0.27546666667196484,0.3807842425717248,0.9145932997703552,0.03137257695198059,0.05445688109530343,0.7328709989971585,31.945168199999898,0.09999999999999999,0.11994318181818181,352,1,0.5576,0.3359375,0,,,,0,0.0,31.945168199999898,8.800694900000963,11.139491399999315,0
7,fgsm_zero,1.6652069421556261,0.362933333322737,0.8445410834312439,0.8171124343342251,0.2817777777804269,0.39083522481388516,0.912699841456943,0.03137257695198059,0.050916236256890825,0.7261015022171868,31.587047999999413,0.12,0.13994318181818183,352,1,0.5624,0.325,0,,,,0,0.0,31.587047999999413,8.695510999999897,11.66062679999959,0
8,fgsm_zero,1.6426876071506076,0.3721999999947018,0.8328739295853509,0.8129627950668334,0.28620000001324547,0.40162332906723025,0.9120294111675686,0.03137257695198059,0.04841143669618501,0.7208711560037401,31.41861289999906,0.13999999999999999,0.15994318181818182,352,1,0.6116,0.35703125,0,,,,0,0.0,31.41861289999906,8.248122099999819,11.472135300000446,0
9,fgsm_zero,1.620951888656616,0.37868888890478347,0.8200189458211263,0.8072413676261901,0.2883555555449592,0.4074948299937778,0.909443915494283,0.03137257695198059,0.04578806128170755,0.7155055057101779,31.54897709999932,0.16,0.17994318181818184,352,1,0.585,0.34296875,0,,,,0,0.0,31.54897709999932,8.39365480000015,11.473863900000651,0
10,fgsm_zero,1.6177684678819444,0.384422222216924,0.8113675306744046,0.8059159974839952,0.28904444444444444,0.41486509942478605,0.9093678651915656,0.03137257695198059,0.04400460748076439,0.7121958978970846,31.27123930000016,0.18,0.19994318181818183,352,1,0.598,0.3671875,0,,,,0,0.0,31.27123930000016,8.199092299999393,11.586074799999551,0
11,fgsm_zero,1.6093347124735515,0.38555555556085375,0.8024074157502916,0.8016604220178393,0.2883333333492279,0.4127581131511264,0.9077716554323833,0.03137257695198059,0.041531362436877356,0.7064214278962877,31.90390969999862,0.19999999999999998,0.21994318181818182,352,1,0.5838,0.34140625,0,,,,0,0.0,31.90390969999862,8.532724199998484,11.423072800000227,0
