epoch,batch,global_step,lr,window_samples,train_adv_loss,train_adv_acc,free_gradient_cosine,free_gradient_sign_agreement,free_prediction_disagreement,free_attack_loss_gain,free_boundary_fraction,free_delta_linf,control_gradient_participation_ratio,control_gradient_entropy,detector_baseline,detector_score,detector_threshold,detector_pgd10_acc,detector_seconds,observer_pgd10_acc,observer_pgd10_seconds,intervention_triggered
1,20,20,0.0010795454545454546,2560,2.868498992919922,0.0,0.016067529516294598,0.4973622754216194,0.33359375,0.559059476852417,0.9149143427610398,0.03137257695198059,0.25104235112667084,0.8862824440002441,nan,nan,0.16632988750934596,nan,0.0,nan,0.0,0
1,40,40,0.002215909090909091,2560,2.6415660858154295,0.005859375,0.03812033925205469,0.5034092172980309,0.31328125,0.3877600640058517,0.9156721949577331,0.03137257695198059,0.2450994722545147,0.8843168616294861,nan,nan,0.16632988750934596,nan,0.0,nan,0.0,0
1,60,60,0.0033522727272727276,2560,2.408769416809082,0.033984375,0.16745773926377297,0.5358729213476181,0.239453125,0.18127467185258866,0.9153343379497528,0.03137257695198059,0.232956600189209,0.8803595185279847,nan,nan,0.16632988750934596,nan,0.0,nan,0.0,0
1,80,80,0.004488636363636363,2560,2.2959513664245605,0.092578125,0.43727834671735766,0.6037719905376434,0.191015625,0.10418222323060036,0.9137699395418167,0.03137257695198059,0.19359096959233285,0.8604786723852158,0.03812033925205469,-0.39915800746530294,0.16632988750934596,nan,0.0,nan,0.0,0
1,100,100,0.005625,2560,2.2389400482177733,0.149609375,0.6232851058244705,0.6644462794065475,0.19609375,0.1056188229471445,0.9155142694711685,0.03137257695198059,0.1612688273191452,0.8385166883468628,0.10278903925791383,-0.5204960665665567,0.16632988750934596,nan,0.0,nan,0.0,0
1,120,120,0.006761363636363636,2560,2.1984129428863524,0.16640625,0.7415231585502624,0.7063266962766648,0.221484375,0.11938628107309342,0.9164191126823426,0.03137257695198059,0.13027407936751842,0.8108798116445541,0.16745773926377297,-0.5740654192864895,0.16632988750934596,nan,0.0,nan,0.0,0
1,140,140,0.007897727272727272,2560,2.1900608062744142,0.17421875,0.802556398510933,0.7315418481826782,0.1984375,0.10932869836688042,0.9156762719154358,0.03137257695198059,0.11063868142664432,0.7885428011417389,0.43727834671735766,-0.3652780517935753,0.16632988750934596,nan,0.0,nan,0.0,0
1,160,160,0.009034090909090908,2560,2.1562586784362794,0.203125,0.8375518828630447,0.7533067286014556,0.171875,0.12986335456371306,0.9174443751573562,0.03137257695198059,0.0961071565747261,0.7702135741710663,0.6232851058244705,-0.21426677703857422,0.16632988750934596,nan,0.0,nan,0.0,0
1,180,180,0.010170454545454547,2560,2.1581984043121336,0.199609375,0.8578031331300735,0.7711514919996262,0.195703125,0.1332504279911518,0.9182806849479676,0.03137257695198059,0.09064502231776714,0.7637841254472733,0.7415231585502624,-0.1162799745798111,0.16632988750934596,nan,0.0,nan,0.0,0
1,200,200,0.011306818181818182,2560,2.171617555618286,0.19375,0.8775092333555221,0.7824090480804443,0.179296875,0.15175643116235732,0.9183011531829834,0.03137257695198059,0.08080443404614926,0.7519644618034362,0.802556398510933,-0.07495283484458914,0.16632988750934596,nan,0.0,nan,0.0,0
1,220,220,0.012443181818181819,2560,2.1105138778686525,0.21796875,0.8879324465990066,0.7940048426389694,0.180859375,0.16321700438857079,0.9175269037485123,0.03137257695198059,0.07767029777169228,0.7467704772949219,0.8375518828630447,-0.05038056373596189,0.16632988750934596,nan,0.0,nan,0.0,0
1,240,240,0.013579545454545454,2560,2.0877191066741942,0.212109375,0.8921620398759842,0.8135218501091004,0.206640625,0.19117944613099097,0.9152298152446747,0.03137257695198059,0.0778030663728714,0.7492697268724442,0.8578031331300735,-0.03435890674591069,0.16632988750934596,nan,0.0,nan,0.0,0
1,260,260,0.014715909090909089,2560,2.116355335712433,0.19765625,0.9032804369926453,0.8265718042850494,0.195703125,0.18785761222243308,0.9168550044298172,0.03137257695198059,0.07627086453139782,0.74708132147789,0.8775092333555221,-0.025771203637123152,0.16632988750934596,nan,0.0,nan,0.0,0
1,280,280,0.015852272727272725,2560,2.095610022544861,0.215234375,0.8957934617996216,0.8234558254480362,0.214453125,0.2144349180161953,0.9192449122667312,0.03137257695198059,0.06904646791517735,0.7392161369323731,0.8879324465990066,-0.007861015200614996,0.16632988750934596,nan,0.0,nan,0.0,0
1,300,300,0.016988636363636362,2560,2.0548472881317137,0.2171875,0.9028714954853058,0.8315305233001709,0.222265625,0.2079032465815544,0.9168736964464188,0.03137257695198059,0.07015824243426323,0.7450654745101929,0.8921620398759842,-0.010709455609321572,0.16632988750934596,nan,0.0,nan,0.0,0
1,320,320,0.018125,2560,2.0583816528320313,0.23046875,0.8962960600852966,0.8306261867284774,0.216796875,0.23317669555544854,0.9174696803092957,0.03137257695198059,0.06808794997632503,0.7438790470361709,0.8957934617996216,-0.0005025982856750044,0.16632988750934596,nan,0.0,nan,0.0,0
1,340,340,0.019261363636363635,2560,2.039512825012207,0.236328125,0.905274572968483,0.8381140679121017,0.226171875,0.21512224078178405,0.9158110469579697,0.03137257695198059,0.06789258904755116,0.7414255559444427,0.8962960600852966,-0.008978512883186407,0.16632988750934596,nan,0.0,nan,0.0,0
1,352,352,0.019943181818181818,1480,2.0755402842083495,0.22162162194380888,0.8925783714732608,0.8278984788301829,0.21216216200106852,0.22591587248686198,0.9234100254806312,0.031372576770750255,0.06247462489314982,0.7337537059912811,0.9028714954853058,0.010293124012044963,0.16632988750934596,nan,0.0,nan,0.0,0
2,20,372,0.021079545454545455,2560,2.037586307525635,0.2359375,0.8965380251407623,0.8292732417583466,0.20078125,0.22241594940423964,0.9190019130706787,0.03137257695198059,0.06484278179705143,0.7365676909685135,0.8962960600852966,-0.00024196505546569824,0.16632988750934596,nan,0.0,nan,0.0,0
2,40,392,0.022215909090909088,2560,2.003310489654541,0.236328125,0.9028193145990372,0.8314884424209594,0.20546875,0.23064228519797325,0.9187983363866806,0.03137257695198059,0.06064724233001471,0.7297084152698516,0.8965380251407623,-0.006281289458274886,0.16632988750934596,nan,0.0,nan,0.0,0
2,60,412,0.023352272727272725,2560,2.0264210224151613,0.226171875,0.9040762931108475,0.8394521266222,0.224609375,0.23627487048506737,0.9157858729362488,0.03137257695198059,0.05955029018223286,0.7277337938547135,0.8965380251407623,-0.007538267970085166,0.16632988750934596,nan,0.0,nan,0.0,0
2,80,432,0.024488636363636365,2560,2.026863932609558,0.234375,0.9012277841567993,0.8366770625114441,0.198828125,0.23424276635050773,0.9205416530370713,0.03137257695198059,0.06287730503827334,0.7340632319450379,0.9028193145990372,0.0015915304422379206,0.16632988750934596,nan,0.0,nan,0.0,0
2,100,452,0.025625,2560,1.9846802711486817,0.260546875,0.8969407916069031,0.8306242763996124,0.207421875,0.2459315150976181,0.9158980309963226,0.03137257695198059,0.06107688508927822,0.7328089594841003,0.9012277841567993,0.004286992549896174,0.16632988750934596,nan,0.0,nan,0.0,0
2,120,472,0.026761363636363635,2560,2.021891403198242,0.2328125,0.9036669433116913,0.8406248927116394,0.211328125,0.23796268552541733,0.9210654199123383,0.03137257695198059,0.06009824182838201,0.7318191677331924,0.9012277841567993,-0.002439159154892012,0.16632988750934596,nan,0.0,nan,0.0,0
2,140,492,0.027897727272727272,2560,1.9976680755615235,0.2453125,0.8972935378551483,0.8364550441503524,0.223046875,0.24837906435132026,0.9175584375858307,0.03137257695198059,0.06218536254018545,0.7357535719871521,0.9028193145990372,0.005525776743888877,0.16632988750934596,nan,0.0,nan,0.0,0
2,160,512,0.02903409090909091,2560,2.0396090507507325,0.2328125,0.9045252740383148,0.8357595026493072,0.20859375,0.24515917226672174,0.9188916772603989,0.03137257695198059,0.05886282622814178,0.7281958222389221,0.9012277841567993,-0.0032974898815155695,0.16632988750934596,nan,0.0,nan,0.0,0
2,180,532,0.030170454545454545,2560,1.9501254081726074,0.25703125,0.8972613245248795,0.8372224390506744,0.212109375,0.24801896661520004,0.9149106562137603,0.03137257695198059,0.058882730267941955,0.7292021721601486,0.9012277841567993,0.003966459631919772,0.16632988750934596,nan,0.0,nan,0.0,0
2,200,552,0.03130681818181818,2560,1.9920061588287354,0.241796875,0.9028118282556534,0.8407050013542176,0.20078125,0.2617822870612144,0.9152012050151825,0.03137257695198059,0.05924078039824963,0.7302085161209106,0.8972935378551483,-0.00551829040050511,0.16632988750934596,nan,0.0,nan,0.0,0
2,220,572,0.032443181818181815,2560,2.04331579208374,0.228515625,0.9032231539487838,0.8387228906154632,0.190625,0.2577314846217632,0.9204787135124206,0.03137257695198059,0.05857162252068519,0.727463322877884,0.9028118282556534,-0.00041132569313040435,0.16632988750934596,nan,0.0,nan,0.0,0
2,240,592,0.03357954545454545,2560,1.9779442310333253,0.2578125,0.8995890259742737,0.8414713680744171,0.2,0.2542197674512863,0.9180081903934478,0.03137257695198059,0.05619780942797661,0.7235827386379242,0.9028118282556534,0.003222802281379722,0.16632988750934596,nan,0.0,nan,0.0,0
