epoch,attack_mode,train_adv_loss,train_adv_acc,free_gradient_cosine,free_gradient_sign_agreement,free_prediction_disagreement,free_attack_loss_gain,free_boundary_fraction,free_delta_linf,control_gradient_participation_ratio,control_gradient_entropy,epoch_seconds,lr_start,lr_end,batches_processed,epoch_completed,val_clean_acc,val_pgd10_acc,intervention_triggered,trigger_epoch,trigger_global_step,rolled_back_to_global_step,abandoned_fgsm_batches,abandoned_fgsm_seconds,total_training_seconds,clean_eval_seconds,pgd_monitor_seconds,pgd_monitor_used_for_trigger
1,fgsm_zero,2.2151044624752467,0.16342222222752043,0.7028190601322386,0.7352027756267123,0.21582222221692404,0.215397283800443,0.917242410076989,0.03137257695198059,0.11395813014772203,0.786612490134769,33.07066290000512,0.0,0.019943181818181818,352,1,0.3504,0.25703125,0,,,,0,0.0,33.07066290000512,9.330296200001612,11.933215400000336,0
2,fgsm_zero,1.9883837551964654,0.24644444444709354,0.902570974583096,0.8457959387991163,0.2137999999920527,0.25733030421998765,0.9180270450380114,0.03137257695198059,0.0637591048737367,0.7373921926710341,32.27703179999662,0.02,0.039943181818181815,352,1,0.4052,0.2671875,0,,,,0,0.0,32.27703179999662,8.880313500005286,11.99852799999644,0
3,fgsm_zero,1.9109870313432482,0.27517777778307595,0.9011212157885233,0.8486372153282166,0.2307777777724796,0.3001557735178206,0.9186123691664801,0.03137257695198059,0.05666988219353888,0.7285360021485223,32.60814909999317,0.04,0.05994318181818181,352,1,0.4332,0.27265625,0,,,,0,0.0,32.60814909999317,8.532973600013065,11.624740300001577,0
4,fgsm_zero,1.8315985924826728,0.30271111109521653,0.8856035162713792,0.8395053798251682,0.24544444445768993,0.3292662516646915,0.918144876660241,0.03137257695198059,0.05236310666402181,0.7245812259250217,32.293101100003696,0.06,0.07994318181818182,352,1,0.4576,0.2859375,0,,,,0,0.0,32.293101100003696,8.624840799995582,11.445747400008258,0
5,fgsm_zero,1.7656126217736139,0.3267111111164093,0.8718778408474392,0.8310361169815064,0.26508888891008164,0.3595658694320255,0.9167538607915242,0.03137257695198059,0.05092525115807851,0.7248686428705852,32.20240809999814,0.08,0.0999431818181818,352,1,0.5328,0.3265625,0,,,,0,0.0,32.20240809999814,8.404019900001003,11.471023999998579,0
6,fgsm_zero,1.7132519707785712,0.3435111111376021,0.8572537507163154,0.8228298455238342,0.27542222221957313,0.3755018183655209,0.9136823408126831,0.03137257695198059,0.04913540761868159,0.7229367250760397,32.16598779999185,0.09999999999999999,0.11994318181818181,352,1,0.57,0.34453125,0,,,,0,0.0,32.16598779999185,8.307727499995963,11.353946699993685,0
7,fgsm_zero,1.6662373820410834,0.36371111110581295,0.8431161788198683,0.8168321529812282,0.28073333332803513,0.39146218472586736,0.9118757490052117,0.03137257695198059,0.04668056644731098,0.7179718392478095,32.21245600000839,0.12,0.13994318181818183,352,1,0.5642,0.3375,0,,,,0,0.0,32.21245600000839,8.352149199999985,11.387742400009301,0
8,fgsm_zero,1.6469031212700738,0.36802222224871317,0.8310644784185621,0.8119776394102308,0.2877111111217075,0.40022984985775417,0.9110729096518623,0.03137257695198059,0.04508873515460226,0.7145502527978685,32.21445749999839,0.13999999999999999,0.15994318181818182,352,1,0.6228,0.3484375,0,,,,0,0.0,32.21445749999839,9.220767299993895,11.93391020000854,0
9,fgsm_zero,1.6226358869128756,0.37946666667726303,0.8200435718324449,0.8052531682332357,0.2868222222222222,0.4073297242535485,0.9084692547692192,0.03137257695198059,0.04354229377773073,0.7106512202474806,32.24535830000241,0.16,0.17994318181818184,352,1,0.599,0.35,0,,,,0,0.0,32.24535830000241,8.552194899995811,11.394642899991595,0
10,fgsm_zero,1.6167554142210219,0.38375555556615193,0.80965280690723,0.8013115779664781,0.2851111111137602,0.41251481119261846,0.9078585134188334,0.03137257695198059,0.04247683007584678,0.7091165804439121,32.45900560000155,0.18,0.19994318181818183,352,1,0.5978,0.35,0,,,,0,0.0,32.45900560000155,8.29503169999225,11.45820239999739,0
